Strain	Source	Country	Province	City	Latitude	Longitude	Day	Month	Year	TP1	TP2
Spain/MD-HLP-100-2/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	23	4	2020	0	1
Spain/MD-HLP-101/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	21	4	2020	0	1
Spain/MD-HLP-102-1/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	15	5	2020	0	1
Spain/MD-HLP-102-2/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	7	5	2020	0	1
Spain/MD-HLP-104-1/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	24	4	2020	0	1
Spain/MD-HLP-104-2/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	22	4	2020	0	1
Spain/MD-HLP-105-3/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	2	5	2020	0	1
Spain/MD-HLP-105-4/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	21	4	2020	0	1
Spain/MD-HLP-106-1/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	4	5	2020	0	1
Spain/MD-HLP-106-2/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	28	4	2020	0	1
Spain/MD-HLP-106-3/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	21	4	2020	0	1
Spain/MD-HLP-110/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	21	5	2020	0	1
Spain/MD-HLP-111/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	27	5	2020	0	1
Spain/MD-HLP-40/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	12	4	2020	0	1
Spain/MD-HLP-41/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	12	4	2020	0	1
Spain/MD-HLP-42/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	12	4	2020	0	1
Spain/MD-HLP-44/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	12	4	2020	0	1
Spain/MD-HLP-45/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	12	4	2020	0	1
Spain/MD-HLP-48/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	12	4	2020	0	1
Spain/MD-HLP-50/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	20	4	2020	0	1
Spain/MD-HLP-51/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	20	4	2020	0	1
Spain/MD-HLP-55/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	20	4	2020	0	1
Spain/MD-HLP-56/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	20	4	2020	0	1
Spain/MD-HLP-57/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	20	4	2020	0	1
Spain/MD-HLP-58/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	20	4	2020	0	1
Spain/MD-HLP-62/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	21	4	2020	0	1
Spain/MD-HLP-63/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	18	4	2020	0	1
Spain/MD-HLP-64/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	18	4	2020	0	1
Spain/MD-HLP-71/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	20	4	2020	0	1
Spain/MD-HLP-72/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	13	5	2020	0	1
Spain/MD-HLP-77/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	4	5	2020	0	1
Spain/MD-HLP-78/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	5	5	2020	0	1
Spain/MD-HLP-79/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	5	5	2020	0	1
Spain/MD-HLP-80/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	13	5	2020	0	1
Spain/MD-HLP-81/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	6	5	2020	0	1
Spain/MD-HLP-83/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	21	5	2020	0	1
Spain/MD-HLP-84/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	18	5	2020	0	1
Spain/MD-HLP-85/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	30	4	2020	0	1
Spain/MD-HLP-86/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	30	4	2020	0	1
Spain/MD-HLP-87/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	30	4	2020	0	1
Spain/MD-HLP-90/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	2	5	2020	0	1
Spain/MD-HLP-93/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	6	5	2020	0	1
Spain/MD-HLP-96/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	20	4	2020	0	1
Spain/MD-HLP-H2-16/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	9	3	2020	1	1
Spain/MD-HLP-H3-10/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	12	3	2020	1	1
Spain/MD-HLP-H5-34/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	11	3	2020	1	1
Spain/MD-HLP-H7-36/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	12	3	2020	1	1
Spain/MD-HLP-H8-37/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	12	3	2020	1	1
Spain/MD-HLP-H9-38/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	12	3	2020	1	1
Spain/MD-HLP-LP10-12/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	9	3	2020	1	1
Spain/MD-HLP-LP12-21/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	9	3	2020	1	1
Spain/MD-HLP-LP14-3/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	9	3	2020	1	1
Spain/MD-HLP-LP15-4/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	9	3	2020	1	1
Spain/MD-HLP-R2-15/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	3	3	2020	1	1
Spain/MD-HLP-R50/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	20	4	2020	0	1
Spain/MD-HLP-R52/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	20	4	2020	0	1
Spain/MD-HLP-R53/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	20	4	2020	0	1
Spain/MD-HLP-R56/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	20	4	2020	0	1
Spain/MD-HLP-R59/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	17	4	2020	0	1
Spain/MD-HLP-R60/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	17	4	2020	0	1
Spain/MD-HLP-R61/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	17	4	2020	0	1
Spain/MD-HLP-R62/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	21	4	2020	0	1
Spain/MD-HLP-R63/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	17	3	2020	0	1
Spain/MD-HLP-R64/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	17	3	2020	0	1
Spain/MD-HLP-R68/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	17	3	2020	0	1
Spain/MD-HLP-R81/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	7	5	2020	0	1
Spain/MD-HLP-R82-2/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	7	5	2020	0	1
Spain/MD-HLP-R82/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	7	5	2020	0	1
Spain/MD-HLP-R84/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	11	5	2020	0	1
Spain/MD-HLP-R85/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	14	5	2020	0	1
Spain/MD-HLP-R90/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	21	5	2020	0	1
Spain/MD-HRC-88/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	20	5	2020	0	1
Spain/MD-IBV-001366/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	12	3	2020	1	1
Spain/MD-IBV-001367/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	12	3	2020	1	1
Spain/MD-IBV-001372/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	13	3	2020	1	1
Spain/MD-IBV-001898/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	15	3	2020	1	1
Spain/MD-IBV-002881/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	16	3	2020	0	1
Spain/MD-IBV-003645/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	1	4	2020	0	1
Spain/MD-IBV-003648/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	1	4	2020	0	1
Spain/MD-IBV-003649/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	1	4	2020	0	1
Spain/MD-IBV-003650/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	1	4	2020	0	1
Spain/MD-IBV-003651/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	1	4	2020	0	1
Spain/MD-IBV-003654/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	1	4	2020	0	1
Spain/MD-IBV-003655/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	1	4	2020	0	1
Spain/MD-IBV-003656/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	1	4	2020	0	1
Spain/MD-IBV-003657/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	1	4	2020	0	1
Spain/MD-IBV-003661/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	1	4	2020	0	1
Spain/MD-IBV-003662/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	1	4	2020	0	1
Spain/MD-IBV-003663/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	1	4	2020	0	1
Spain/MD-IBV-003664/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	1	4	2020	0	1
Spain/MD-IBV-003666/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	1	4	2020	0	1
Spain/MD-IBV-003667/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	1	4	2020	0	1
Spain/MD-IBV-003668/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	1	4	2020	0	1
Spain/MD-IBV-003669/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	1	4	2020	0	1
Spain/MD-IBV-003672/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	1	4	2020	0	1
Spain/MD-IBV-003673/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	1	4	2020	0	1
Spain/MD-IBV-003674/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	1	4	2020	0	1
Spain/MD-IBV-003675/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	2	4	2020	0	1
Spain/MD-IBV-003676/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	2	4	2020	0	1
Spain/MD-IBV-003677/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	2	4	2020	0	1
Spain/MD-IBV-003679/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	2	4	2020	0	1
Spain/MD-IBV-003680/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	2	4	2020	0	1
Spain/MD-IBV-003681/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	2	4	2020	0	1
Spain/MD-IBV-003682/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	2	4	2020	0	1
Spain/MD-IBV-003683/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	2	4	2020	0	1
Spain/MD-IBV-003684/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	2	4	2020	0	1
Spain/MD-IBV-003685/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	2	4	2020	0	1
Spain/MD-IBV-003686/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	2	4	2020	0	1
Spain/MD-IBV-003687/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	2	4	2020	0	1
Spain/MD-IBV-003688/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	2	4	2020	0	1
Spain/MD-IBV-003690/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	2	4	2020	0	1
Spain/MD-IBV-003692/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	2	4	2020	0	1
Spain/MD-IBV-003693/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	2	4	2020	0	1
Spain/MD-IBV-003694/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	2	4	2020	0	1
Spain/MD-IBV-003696/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	2	4	2020	0	1
Spain/MD-IBV-003698/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	2	4	2020	0	1
Spain/MD-IBV-003699/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	2	4	2020	0	1
Spain/MD-IBV-003700/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	2	4	2020	0	1
Spain/MD-IBV-003701/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	2	4	2020	0	1
Spain/MD-IBV-003703/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	2	4	2020	0	1
Spain/MD-IBV-003706/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	2	4	2020	0	1
Spain/MD-IBV-003707/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	2	4	2020	0	1
Spain/MD-IBV-003708/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	2	4	2020	0	1
Spain/MD-IBV-003710/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	2	4	2020	0	1
Spain/MD-IBV-003711/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	2	4	2020	0	1
Spain/MD-IBV-003712/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	2	4	2020	0	1
Spain/MD-IBV-003713/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	3	4	2020	0	1
Spain/MD-IBV-003716/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	3	4	2020	0	1
Spain/MD-IBV-003717/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	3	4	2020	0	1
Spain/MD-IBV-003718/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	3	4	2020	0	1
Spain/MD-IBV-003723/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	7	5	2020	0	1
Spain/MD-IBV-003724/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	10	5	2020	0	1
Spain/MD-IBV-003725/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	10	5	2020	0	1
Spain/MD-IBV-004897/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	3	5	2020	0	1
Spain/MD-IBV-004900/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	8	3	2020	1	1
Spain/MD-IBV-004901/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	9	3	2020	1	1
Spain/MD-IBV-004903/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	9	3	2020	1	1
Spain/MD-IBV-004904/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	10	3	2020	1	1
Spain/MD-IBV-004906/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	10	3	2020	1	1
Spain/MD-IBV-004908/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	10	3	2020	1	1
Spain/MD-IBV-004910/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	11	3	2020	1	1
Spain/MD-IBV-004911/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	11	3	2020	1	1
Spain/MD-IBV-004912/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	11	3	2020	1	1
Spain/MD-IBV-004913/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	11	3	2020	1	1
Spain/MD-IBV-004914/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	11	3	2020	1	1
Spain/MD-IBV-004915/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	11	3	2020	1	1
Spain/MD-IBV-004917/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	13	3	2020	1	1
Spain/MD-IBV-004922/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	23	3	2020	0	1
Spain/MD-IBV-004925/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	3	4	2020	0	1
Spain/MD-IBV-004926/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	3	4	2020	0	1
Spain/MD-IBV-004928/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	6	4	2020	0	1
Spain/MD-IBV-004929/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	7	4	2020	0	1
Spain/MD-IBV-004931/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	7	4	2020	0	1
Spain/MD-IBV-004935/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	9	4	2020	0	1
Spain/MD-IBV-004936/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	9	4	2020	0	1
Spain/MD-IBV-004937/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	9	4	2020	0	1
Spain/MD-IBV-004938/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	10	4	2020	0	1
Spain/MD-IBV-004939/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	10	4	2020	0	1
Spain/MD-IBV-004940/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	10	4	2020	0	1
Spain/MD-IBV-004944/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	12	4	2020	0	1
Spain/MD-IBV-004945/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	13	4	2020	0	1
Spain/MD-IBV-004949/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	16	4	2020	0	1
Spain/MD-IBV-004950/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	19	4	2020	0	1
Spain/MD-IBV-004951/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	19	4	2020	0	1
Spain/MD-IBV-004952/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	20	4	2020	0	1
Spain/MD-IBV-004953/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	22	4	2020	0	1
Spain/MD-IBV-004956/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	28	4	2020	0	1
Spain/MD-IBV-004959/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	3	5	2020	0	1
Spain/MD-IBV-004960/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	3	5	2020	0	1
Spain/MD-IBV-004961/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	4	5	2020	0	1
Spain/MD-IBV-004962/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	4	5	2020	0	1
Spain/MD-IBV-004963/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	4	5	2020	0	1
Spain/MD-IBV-004967/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	6	5	2020	0	1
Spain/MD-IBV-004971/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	8	5	2020	0	1
Spain/MD-IBV-004973/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	11	5	2020	0	1
Spain/MD-IBV-004975/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	11	5	2020	0	1
Spain/MD-IBV-004976/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	11	5	2020	0	1
Spain/MD-IBV-004980/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	13	5	2020	0	1
Spain/MD-IBV-004981/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	15	5	2020	0	1
Spain/MD-IBV-004983/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	1	6	2020	0	1
Spain/MD-IBV-004985/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	3	6	2020	0	1
Spain/MD-IBV-004988/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	11	6	2020	0	1
Spain/MD-IBV-004989/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	11	6	2020	0	1
Spain/MD-IBV-005280/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	9	3	2020	1	1
Spain/MD-IBV-005281/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	10	3	2020	1	1
Spain/MD-IBV-005282/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	10	3	2020	1	1
Spain/MD-IBV-005283/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	12	3	2020	1	1
Spain/MD-IBV-005286/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	15	3	2020	1	1
Spain/MD-IBV-005287/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	15	3	2020	1	1
Spain/MD-IBV-005290/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	15	3	2020	1	1
Spain/MD-IBV-005291/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	15	3	2020	1	1
Spain/MD-IBV-005294/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	15	3	2020	1	1
Spain/MD-IBV-005295/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	15	3	2020	1	1
Spain/MD-IBV-005297/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	15	3	2020	1	1
Spain/MD-IBV-005300/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	15	3	2020	1	1
Spain/MD-IBV-005305/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	22	3	2020	0	1
Spain/MD-IBV-005306/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	22	3	2020	0	1
Spain/MD-IBV-005307/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	22	3	2020	0	1
Spain/MD-IBV-005308/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	16	3	2020	0	1
Spain/MD-IBV-005309/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	16	3	2020	0	1
Spain/MD-IBV-005312/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	17	3	2020	0	1
Spain/MD-IBV-005313/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	17	3	2020	0	1
Spain/MD-IBV-005314/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	16	3	2020	0	1
Spain/MD-IBV-005315/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	16	3	2020	0	1
Spain/MD-IBV-005320/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	17	3	2020	0	1
Spain/MD-IBV-005321/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	17	3	2020	0	1
Spain/MD-IBV-005323/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	17	3	2020	0	1
Spain/MD-IBV-005325/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	17	3	2020	0	1
Spain/MD-IBV-005328/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	17	3	2020	0	1
Spain/MD-IBV-005330/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	17	3	2020	0	1
Spain/MD-IBV-005331/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	17	3	2020	0	1
Spain/MD-IBV-005332/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	17	3	2020	0	1
Spain/MD-IBV-005333/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	17	3	2020	0	1
Spain/MD-IBV-005334/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	17	3	2020	0	1
Spain/MD-IBV-005338/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	17	3	2020	0	1
Spain/MD-IBV-005340/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	18	3	2020	0	1
Spain/MD-IBV-005342/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	18	3	2020	0	1
Spain/MD-IBV-005343/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	19	3	2020	0	1
Spain/MD-IBV-005344/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	19	3	2020	0	1
Spain/MD-IBV-005345/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	19	3	2020	0	1
Spain/MD-IBV-005348/2020	Cow_Farm	Spain	Madrid	Suzhou	40.4166908	-3.700346	19	3	2020	0	1
